*
POSN mm 	LOAD kn	STRAIN1 %	STRAIN2 %	STRESS(MPA)	TIME(sec)
15.761463	9.654998	-1.769701	0.843258	438.863560	71.500000
15.763580	9.830080	-1.769888	0.855912	446.821796	72.000000
15.767813	9.800899	-1.769888	0.870737	445.495423	72.500000
15.774162	9.797252	-1.769701	0.884902	445.329627	73.000000
15.778394	9.823827	-1.769514	0.898594	446.537573	73.500000
15.784744	9.854049	-1.769888	0.912851	447.911316	74.000000
15.787918	9.870723	-1.769701	0.926921	448.669243	74.500000
15.795325	9.853007	-1.769888	0.940519	447.863946	75.000000
15.798500	9.909283	-1.769701	0.954873	450.421950	75.500000
15.803791	9.877497	-1.769888	0.967715	448.977151	76.000000
15.808024	9.938463	-1.769701	0.983769	451.748323	76.500000
15.813315	9.963996	-1.769701	0.998311	452.908899	77.000000
15.818605	9.967643	-1.769514	1.013231	453.074696	77.500000
15.822838	9.995781	-1.769888	1.027773	454.353698	78.000000
15.829187	9.926999	-1.769701	1.039671	451.227248	78.500000
15.833420	9.999325	-1.769888	1.055536	454.514757	79.000000
15.837653	10.042053	-1.769701	1.070645	456.456946	79.500000
15.842944	10.039969	-1.769888	1.086320	456.362205	80.000000
15.848235	10.073317	-1.769888	1.101051	457.878059	80.500000
15.853526	10.044137	-1.770075	1.115971	456.551687	81.000000
15.858817	10.078528	-1.769888	1.132214	458.114912	81.500000
15.863049	10.124383	-1.769888	1.146567	460.199212	82.000000
15.868340	10.115003	-1.769888	1.162809	459.772878	82.500000
15.873631	10.129593	-1.769888	1.178107	460.436064	83.000000
15.877864	10.099371	-1.769701	1.193405	459.062321	83.500000
15.884213	10.156689	-1.769888	1.209458	461.667696	84.000000
15.888446	10.148352	-1.769888	1.224756	461.288732	84.500000
15.892678	10.144184	-1.769888	1.239676	461.099250	85.000000
15.897969	10.212965	-1.769888	1.252802	464.225700	85.500000
15.904319	10.231724	-1.769701	1.269610	465.078368	86.000000
15.908551	10.223387	-1.769888	1.285758	464.699405	86.500000
15.913842	10.202544	-1.769514	1.300300	463.751996	87.000000
15.918075	10.256736	-1.769888	1.318431	466.215259	87.500000
15.923366	10.257778	-1.769701	1.334484	466.262630	88.000000
15.930773	10.250483	-1.769701	1.349782	465.931036	88.500000
15.933948	10.285916	-1.769888	1.365080	467.541632	89.000000
15.939239	10.271326	-1.769888	1.381794	466.878445	89.500000
15.943471	10.302590	-1.769701	1.398697	468.299559	90.000000
15.947704	10.299464	-1.769514	1.414184	468.157448	90.500000
15.954053	10.324475	-1.769888	1.431276	469.294339	91.000000
15.958286	10.335939	-1.769701	1.447612	469.815414	91.500000
15.961461	10.259862	-1.769701	1.462060	466.357370	92.000000
15.968868	10.367204	-1.769888	1.479152	471.236527	92.500000
15.973101	10.365119	-1.770262	1.496622	471.141786	93.000000
15.977333	10.365119	-1.769701	1.513902	471.141786	93.500000
15.982624	10.379709	-1.769888	1.530144	471.804973	94.000000
15.987915	10.392215	-1.769888	1.546387	472.373418	94.500000
15.992148	10.406805	-1.769701	1.563762	473.036604	95.000000
15.998497	10.349487	-1.769701	1.577926	470.431229	95.500000
16.002730	10.444323	-1.769888	1.597096	474.741941	96.000000
16.009079	10.444323	-1.769514	1.613810	474.741941	96.500000
16.013312	10.427648	-1.769888	1.630902	473.984013	97.000000
16.018603	10.465166	-1.769888	1.647239	475.689350	97.500000
16.021777	10.432859	-1.769888	1.664047	474.220866	98.000000
16.032359	10.381794	-1.769514	1.678967	471.899713	98.500000
16.032359	10.490177	-1.769701	1.692188	476.826241	99.000000
16.038708	10.519357	-1.769888	1.712585	478.152613	99.500000
16.042941	10.503725	-1.769514	1.729960	477.442056	100.000000
16.049290	10.473503	-1.769701	1.746202	476.068313	100.500000
16.053523	10.517273	-1.769888	1.763483	478.057872	101.000000
16.058814	10.548538	-1.769888	1.781330	479.478986	101.500000
16.063046	10.500599	-1.769888	1.798328	477.299945	102.000000
16.068337	10.556875	-1.769888	1.814570	479.857950	102.500000
16.074686	10.550622	-1.769701	1.831478	479.573727	103.000000
16.078919	10.557917	-1.769888	1.848664	479.905320	103.500000
16.083152	10.563128	-1.769514	1.864906	480.142172	104.000000
16.088443	10.585013	-1.769888	1.882848	481.136952	104.500000
16.092676	10.583971	-1.769888	1.899656	481.089581	105.000000
16.096908	10.526653	-1.769888	1.914388	478.484206	105.500000
16.102199	10.618362	-1.769701	1.931763	482.652806	106.000000
16.107490	10.598561	-1.769888	1.948383	481.752768	106.500000
16.112781	10.640247	-1.769888	1.967269	483.647586	107.000000
16.117014	10.643373	-1.769888	1.983889	483.789697	107.500000
16.123363	10.646500	-1.769888	2.000886	483.931808	108.000000
16.129712	10.664216	-1.769888	2.018639	484.737106	108.500000
16.133945	10.595434	-1.769888	2.032615	481.610656	109.000000
16.138178	10.663174	-1.769888	2.050934	484.689736	109.500000
16.143468	10.690270	-1.769888	2.068499	485.921367	110.000000
16.148759	10.690270	-1.769888	2.086252	485.921367	110.500000
16.152992	10.701734	-1.769888	2.102494	486.442442	111.000000
16.159341	10.690270	-1.769701	2.119491	485.921367	111.500000
16.162516	10.652753	-1.769888	2.135355	484.216031	112.000000
16.167807	10.640247	-1.769888	2.147443	483.647586	112.500000
16.173098	10.734040	-1.769888	2.166706	487.910927	113.000000
16.177330	10.736125	-1.769888	2.183704	488.005667	113.500000
16.182621	10.723619	-1.769514	2.199946	487.437222	114.000000
16.187912	10.740293	-1.769888	2.216944	488.195149	114.500000
16.193203	10.742378	-1.769514	2.234697	488.289890	115.000000
16.197436	10.750715	-1.769888	2.251316	488.668854	115.500000
16.203785	10.783021	-1.769701	2.267181	490.137338	116.000000
16.208018	10.766347	-1.769888	2.285123	489.379411	116.500000
16.214367	10.788232	-1.769701	2.301931	490.374190	117.000000
16.217541	10.719450	-1.769701	2.316662	487.247740	117.500000
16.223891	10.806991	-1.769701	2.335926	491.226858	118.000000
16.228123	10.809075	-1.769888	2.352546	491.321599	118.500000
16.232356	10.777811	-1.769701	2.368410	489.900486	119.000000
16.237647	10.829918	-1.769701	2.384275	492.269008	119.500000
16.242938	10.812202	-1.769888	2.400517	491.463710	120.000000
16.248229	10.841382	-1.769888	2.417892	492.790083	120.500000
16.252462	10.815328	-1.769888	2.433379	491.605822	121.000000
16.257753	10.852845	-1.769888	2.450376	493.311158	121.500000
16.263043	10.850761	-1.769701	2.467374	493.216417	122.000000
16.266218	10.815328	-1.769701	2.482483	491.605822	122.500000
16.273625	10.862225	-1.769888	2.499858	493.737492	123.000000
16.277858	10.868478	-1.769888	2.516667	494.021715	123.500000
16.283149	10.898700	-1.769888	2.534986	495.395458	124.000000
16.288440	10.901827	-1.769701	2.549717	495.537569	124.500000
16.292673	10.894531	-1.769888	2.567093	495.205976	125.000000
16.294789	10.795527	-1.769514	2.578424	490.705783	125.500000
16.303254	10.731956	-1.769888	2.585601	487.816186	126.000000
16.307487	10.967482	-1.769888	2.609020	498.521908	126.500000
16.312778	10.957060	-1.769888	2.627906	498.048203	127.000000
16.320185	10.914332	-1.769888	2.644903	496.106015	127.500000
16.323360	10.941428	-1.769888	2.661523	497.337647	128.000000
16.328651	10.926838	-1.769888	2.678143	496.674460	128.500000
16.332884	10.965398	-1.769888	2.695518	498.427167	129.000000
16.338175	10.977903	-1.769701	2.710627	498.995612	129.500000
16.343466	10.976861	-1.769888	2.727625	498.948242	130.000000
16.347698	10.984156	-1.769888	2.745378	499.279835	130.500000
16.351931	10.944555	-1.769888	2.760109	497.479758	131.000000
16.358280	10.975819	-1.769701	2.776351	498.900872	131.500000
16.362513	11.002915	-1.769701	2.793160	500.132503	132.000000
16.366746	10.979988	-1.770449	2.809591	499.090353	132.500000
16.373095	11.017505	-1.769888	2.825455	500.795690	133.000000
16.377327	11.009168	-1.769888	2.841319	500.416726	133.500000
16.383677	11.012294	-1.769888	2.858695	500.558837	134.000000
16.385793	10.990409	-1.769888	2.873426	499.564058	134.500000
16.392142	11.042517	-1.769888	2.891368	501.932581	135.000000
16.397433	11.045643	-1.769888	2.908554	502.074692	135.500000
16.401666	10.983114	-1.769514	2.923663	499.232465	136.000000
16.409073	11.062318	-1.769701	2.940660	502.832619	136.500000
16.411189	11.024800	-1.769701	2.956525	501.127283	137.000000
16.418597	11.080034	-1.769701	2.975033	503.637917	137.500000
16.422829	11.086287	-1.769888	2.990142	503.922140	138.000000
16.428120	11.082118	-1.769888	3.007140	503.732658	138.500000
16.434470	11.094624	-1.769514	3.024893	504.301103	139.000000
16.438702	10.965398	-1.769514	3.035658	498.427167	139.500000
16.442935	11.099835	-1.769888	3.054544	504.537955	140.000000
16.448226	11.129015	-1.769701	3.071730	505.864328	140.500000
16.452459	11.111299	-1.769888	3.088728	505.059030	141.000000
16.457750	11.125889	-1.769888	3.105348	505.722217	141.500000
16.461982	11.116509	-1.769888	3.122345	505.295883	142.000000
16.468331	11.127973	-1.769888	3.138587	505.816958	142.500000
16.472564	11.140479	-1.769701	3.154074	506.385403	143.000000
16.478913	11.161322	-1.770075	3.172960	507.332812	143.500000
16.483146	11.148816	-1.769701	3.189580	506.764367	144.000000
16.487379	11.115467	-1.769701	3.205255	505.248512	144.500000
16.493728	11.151943	-1.769701	3.222819	506.906478	145.000000
16.497961	11.171743	-1.769888	3.239817	507.806517	145.500000
16.502193	11.163406	-1.769888	3.256059	507.427553	146.000000
16.508542	11.209261	-1.769701	3.270412	509.511853	146.500000
16.513833	11.211345	-1.769888	3.287788	509.606594	147.000000
16.517008	11.198839	-1.769888	3.305541	509.038148	147.500000
16.523357	11.145690	-1.769888	3.320461	506.622255	148.000000
16.528648	11.225935	-1.769701	3.338780	510.269780	148.500000
16.532881	11.223851	-1.769701	3.356155	510.175039	149.000000
16.537114	11.154027	-1.769888	3.372209	507.001219	149.500000
16.543463	11.232188	-1.769888	3.389017	510.554003	150.000000
16.546637	11.223851	-1.769701	3.405259	510.175039	150.500000
16.552986	11.248862	-1.769888	3.423201	511.311930	151.000000
16.558277	11.250947	-1.769888	3.438499	511.406671	151.500000
16.565685	11.259284	-1.769701	3.455874	511.785635	152.000000
16.567801	11.259284	-1.770075	3.471739	511.785635	152.500000
16.574150	11.115467	-1.769514	3.481559	505.248512	153.000000
16.578383	11.292633	-1.769888	3.500823	513.301489	153.500000
16.582615	11.303054	-1.769888	3.520087	513.775194	154.000000
16.587906	11.274916	-1.769701	3.536707	512.496192	154.500000
16.593197	11.310349	-1.769888	3.552949	514.106787	155.000000
16.597430	11.290548	-1.769888	3.569946	513.206748	155.500000
16.602721	11.296801	-1.769514	3.586566	513.490971	156.000000
16.608012	11.274916	-1.770075	3.601297	512.496192	156.500000
16.613303	11.330150	-1.769701	3.619428	515.006825	157.000000
16.618594	11.324939	-1.769514	3.635804	514.769973	157.500000
16.624943	11.309307	-1.769888	3.651669	514.059416	158.000000
16.628118	11.330150	-1.769701	3.667533	515.006825	158.500000
16.633408	11.328066	-1.769514	3.685664	514.912085	159.000000
16.641874	11.342656	-1.769514	3.703039	515.575271	159.500000
16.642932	11.373920	-1.769327	3.717392	516.996385	160.000000
16.648223	11.353077	-1.769701	3.735523	516.048975	160.500000
16.654572	11.369752	-1.770262	3.751387	516.806903	161.000000
16.657747	11.312434	-1.769701	3.766874	514.201528	161.500000
16.663038	11.367668	-1.769888	3.784627	516.712162	162.000000
16.667270	11.395806	-1.769514	3.801247	517.991164	162.500000
16.672561	11.346825	-1.769888	3.817111	515.764753	163.000000
16.676794	11.401016	-1.769888	3.833353	518.228016	163.500000
16.684201	11.398932	-1.769701	3.850351	518.133275	164.000000
16.687376	11.401016	-1.769701	3.868482	518.228016	164.500000
16.692667	11.382258	-1.769701	3.883590	517.375348	165.000000
16.696900	11.423944	-1.769888	3.901343	519.270166	165.500000
16.702190	11.415606	-1.769888	3.917963	518.891203	166.000000
16.709598	11.365583	-1.769514	3.930806	516.617421	166.500000
16.712772	11.448955	-1.769888	3.947803	520.407057	167.000000
16.717005	11.428112	-1.769888	3.965179	519.459648	167.500000
16.723354	11.448955	-1.769888	3.982176	520.407057	168.000000
16.727587	11.457292	-1.769888	3.998418	520.786021	168.500000
16.730761	11.440618	-1.769514	4.015038	520.028093	169.000000
16.737111	11.441660	-1.769888	4.031658	520.075464	169.500000
16.741343	11.419775	-1.769888	4.046767	519.080684	170.000000
16.747692	11.473967	-1.769888	4.064142	521.543948	170.500000
16.752983	11.490641	-1.769701	4.081517	522.301875	171.000000
16.757216	11.470840	-1.769888	4.098137	521.401837	171.500000
16.762507	11.490641	-1.769514	4.114001	522.301875	172.000000
16.768856	11.490641	-1.770075	4.130999	522.301875	172.500000
16.773089	11.483346	-1.769888	4.147996	521.970282	173.000000
16.777322	11.490641	-1.769888	4.161594	522.301875	173.500000
16.783671	11.530243	-1.769888	4.179725	524.101952	174.000000
16.787904	11.536496	-1.769701	4.197100	524.386175	174.500000
16.792136	11.486473	-1.769888	4.212965	522.112393	175.000000
16.798485	11.523990	-1.769888	4.231095	523.817730	175.500000
16.802718	11.513569	-1.769888	4.246204	523.344025	176.000000
16.808009	11.534412	-1.769888	4.264335	524.291434	176.500000
16.813300	11.561507	-1.769701	4.278688	525.523066	177.000000
16.817533	11.550044	-1.769888	4.296441	525.001991	177.500000
16.823882	11.557339	-1.769514	4.312684	525.333584	178.000000
16.828115	11.526074	-1.769888	4.328548	523.912471	178.500000
16.832347	11.579224	-1.769701	4.345923	526.328364	179.000000
16.837638	11.557339	-1.769701	4.361787	525.333584	179.500000
16.845046	11.398932	-1.769888	4.370097	518.133275	180.000000
16.847162	11.617784	-1.769888	4.386717	528.081070	180.500000
16.851395	11.578182	-1.769701	4.404848	526.280993	181.000000
16.857744	11.599025	-1.769888	4.421845	527.228402	181.500000
16.864093	11.624036	-1.769888	4.438087	528.365293	182.000000
16.868326	11.620910	-1.769888	4.455840	528.223182	182.500000
16.872558	11.616741	-1.769888	4.472838	528.033700	183.000000
16.876791	11.552128	-1.769888	4.486436	525.096732	183.500000
16.883140	11.617784	-1.769888	4.504567	528.081070	184.000000
16.888431	11.634458	-1.769888	4.521186	528.838998	184.500000
16.893722	11.634458	-1.769888	4.537051	528.838998	185.000000
16.897955	11.649048	-1.769701	4.553671	529.502184	185.500000
16.904304	11.632374	-1.769701	4.569913	528.744257	186.000000
16.908537	11.640711	-1.769888	4.586910	529.123220	186.500000
16.912769	11.570887	-1.769327	4.598997	525.949400	187.000000
16.918060	11.667807	-1.770075	4.617883	530.354852	187.500000
16.922293	11.665722	-1.769888	4.634126	530.260111	188.000000
16.929700	11.630289	-1.769514	4.649612	528.649516	188.500000
16.933933	11.685523	-1.769888	4.666232	531.160150	189.000000
16.938166	11.660512	-1.769888	4.682852	530.023259	189.500000
16.942399	11.698029	-1.769701	4.700227	531.728595	190.000000
16.947690	11.711577	-1.769327	4.713825	532.344411	190.500000
16.952980	11.727209	-1.769701	4.731578	533.054968	191.000000
16.958271	11.719914	-1.769888	4.748198	532.723375	191.500000
16.963562	11.669891	-1.769514	4.763307	530.449593	192.000000
16.967795	11.726167	-1.769888	4.780304	533.007598	192.500000
16.972028	11.720956	-1.769514	4.795791	532.770745	193.000000
16.976261	11.662596	-1.769888	4.809389	530.118000	193.500000
16.982610	11.745968	-1.769888	4.824120	533.907636	194.000000
16.986842	11.732420	-1.769888	4.841495	533.291820	194.500000
16.993192	11.749094	-1.769514	4.858115	534.049748	195.000000
16.997424	11.740757	-1.770262	4.873602	533.670784	195.500000
17.002715	11.729294	-1.769888	4.890222	533.149709	196.000000
17.008006	11.757432	-1.769701	4.905708	534.428711	196.500000
17.011181	11.731378	-1.769701	4.921573	533.244450	197.000000
17.016472	11.775148	-1.770262	4.937437	535.234009	197.500000
17.022821	11.757432	-1.769514	4.953301	534.428711	198.000000
17.027053	11.788696	-1.769888	4.970677	535.849825	198.500000
17.033403	11.792865	-1.769888	4.985785	536.039307	199.000000
17.037635	11.783485	-1.769888	5.002405	535.612972	199.500000
17.042926	11.792865	-1.769701	5.019025	536.039307	200.000000
17.045043	11.715746	-1.769888	5.031112	532.533893	200.500000
17.052450	11.791823	-1.769888	5.049243	535.991936	201.000000
17.057741	11.819961	-1.769888	5.065485	537.270938	201.500000
17.061974	11.812666	-1.769888	5.081727	536.939345	202.000000
17.068323	11.826214	-1.769701	5.097214	537.555161	202.500000
17.073614	11.805371	-1.769888	5.113456	536.607752	203.000000
17.077846	11.816834	-1.769888	5.130076	537.128827	203.500000
17.082079	11.830382	-1.770075	5.144051	537.744643	204.000000
17.088428	11.844972	-1.769888	5.161804	538.407829	204.500000
17.092661	11.868942	-1.769701	5.177669	539.497350	205.000000
17.096894	11.812666	-1.769514	5.192778	536.939345	205.500000
17.103243	11.857478	-1.769701	5.210153	538.976275	206.000000
17.107476	11.851225	-1.769888	5.226017	538.692052	206.500000
17.115941	11.803286	-1.769514	5.240371	536.513011	207.000000
17.118057	11.911670	-1.769514	5.253969	541.439538	207.500000
17.123348	11.886658	-1.769701	5.270966	540.302647	208.000000
17.126523	11.876237	-1.769514	5.286830	539.828943	208.500000
17.132872	11.857478	-1.769514	5.302317	538.976275	209.000000
17.138163	11.902290	-1.769888	5.318937	541.013204	209.500000
17.142396	11.899164	-1.769888	5.335557	540.871093	210.000000
17.147687	11.859562	-1.769888	5.350288	539.071016	210.500000
17.152978	11.926260	-1.769701	5.367285	542.102724	211.000000
17.156152	11.894995	-1.769888	5.381639	540.681611	211.500000
17.162501	11.909586	-1.769888	5.398259	541.344797	212.000000
17.167792	11.936681	-1.769888	5.415634	542.576429	212.500000
17.172025	11.924176	-1.769701	5.430743	542.007984	213.000000
17.177316	11.928344	-1.769514	5.446607	542.197465	213.500000
17.183665	11.857478	-1.769514	5.459450	538.976275	214.000000
17.187898	11.937724	-1.769701	5.476825	542.623799	214.500000
17.193189	11.949187	-1.769888	5.493067	543.144874	215.000000
17.198480	11.957524	-1.769888	5.509309	543.523838	215.500000
17.202712	11.967946	-1.769888	5.525174	543.997543	216.000000
17.206945	11.957524	-1.769888	5.541038	543.523838	216.500000
17.212236	11.961693	-1.769888	5.556902	543.713320	217.000000
17.217527	11.953356	-1.769888	5.571256	543.334356	217.500000
17.222818	11.990873	-1.769514	5.587876	545.039693	218.000000
17.228109	11.990873	-1.769701	5.604495	545.039693	218.500000
17.234458	11.959609	-1.769514	5.619604	543.618579	219.000000
17.236574	11.986705	-1.769701	5.635469	544.850211	219.500000
17.242923	11.974199	-1.769701	5.651333	544.281765	220.000000
17.251389	11.935639	-1.769514	5.665686	542.529059	220.500000
17.252447	12.036728	-1.769514	5.680040	547.123992	221.000000
17.257738	12.017969	-1.769888	5.696660	546.271324	221.500000
17.263029	12.024222	-1.769514	5.713279	546.555547	222.000000
17.268320	11.986705	-1.769888	5.726877	544.850211	222.500000
17.272553	12.015885	-1.769888	5.742742	546.176583	223.000000
