*
POSN mm 	LOAD kn	STRAIN1 %	STRAIN2 %	STRESS(MPA)	TIME(sec)
13.633727	3.898162	-1.765399	0.085479	177.189179	16.000000
13.637960	3.989871	-1.765399	0.089540	181.357778	16.500000
13.644309	4.131604	-1.765399	0.094261	187.800160	17.000000
13.646425	4.261351	-1.765399	0.098794	193.697781	17.500000
13.652775	4.361919	-1.765399	0.102760	198.269030	18.000000
13.657007	4.481766	-1.765399	0.107670	203.716632	18.500000
13.663356	4.526057	-1.765399	0.110126	205.729876	19.000000
13.667589	4.707912	-1.765399	0.116500	213.996020	19.500000
13.671822	4.820465	-1.765399	0.121646	219.112029	20.000000
13.678171	4.909568	-1.765773	0.125612	223.162203	20.500000
13.682404	5.037753	-1.765399	0.130806	228.988769	21.000000
13.686636	5.117477	-1.765399	0.135480	232.612608	21.500000
13.692986	5.185217	-1.765399	0.139588	235.691688	22.000000
13.697218	5.265984	-1.765399	0.143176	239.362898	22.500000
13.703567	5.432207	-1.765399	0.151297	246.918485	23.000000
13.709917	5.524437	-1.765399	0.156491	251.110770	23.500000
13.714149	5.552054	-1.765399	0.160646	252.366087	24.000000
13.716266	5.689097	-1.765773	0.167256	258.595302	24.500000
13.722615	5.757879	-1.765773	0.172828	261.721752	25.000000
13.726848	5.825618	-1.765025	0.178493	264.800831	25.500000
13.731080	5.947550	-1.765960	0.184726	270.343174	26.000000
13.735313	5.992883	-1.765773	0.191525	272.403789	26.500000
13.743779	6.072087	-1.765399	0.198041	276.003943	27.000000
13.748011	6.107520	-1.765399	0.203045	277.614538	27.500000
13.752244	6.222156	-1.765399	0.211780	282.825288	28.000000
13.756477	6.287812	-1.765399	0.218910	285.809627	28.500000
13.764942	6.229451	-1.765399	0.222309	283.156881	29.000000
13.767059	6.438924	-1.765399	0.233310	292.678342	29.500000
13.773408	6.451950	-1.765399	0.241006	293.270473	30.000000
13.775524	6.518127	-1.765399	0.250922	296.278497	30.500000
13.781873	6.559292	-1.765399	0.257721	298.149630	31.000000
13.786106	6.639537	-1.765960	0.267730	301.797155	31.500000
13.792455	6.691124	-1.765399	0.276985	304.141992	32.000000
13.794571	6.672886	-1.765399	0.284161	303.313009	32.500000
13.800921	6.790128	-1.765399	0.295210	308.642185	33.000000
13.807270	6.812013	-1.765960	0.305503	309.636965	33.500000
13.813619	6.868289	-1.765399	0.315796	312.194969	34.000000
13.815735	6.934987	-1.765399	0.325900	315.226678	34.500000
13.824201	6.938113	-1.765773	0.336665	315.368789	35.000000
13.828433	6.971983	-1.765399	0.347524	316.908329	35.500000
13.832666	6.949577	-1.765399	0.354134	315.889864	36.000000
13.839015	7.089746	-1.765399	0.369527	322.261190	36.500000
13.843248	7.127264	-1.765399	0.381519	323.966527	37.000000
13.849597	7.117363	-1.765399	0.392709	323.516507	37.500000
13.853830	7.183019	-1.765399	0.406024	326.500846	38.000000
13.858063	7.183540	-1.765399	0.418017	326.524531	38.500000
13.862295	7.209072	-1.765773	0.430718	327.685107	39.000000
13.866528	7.271601	-1.765399	0.441294	330.527334	39.500000
13.874994	7.301303	-1.765399	0.456120	331.877392	40.000000
13.877110	7.326314	-1.765212	0.469340	333.014283	40.500000
13.881343	7.310682	-1.765399	0.481238	332.303726	41.000000
13.887692	7.378943	-1.765399	0.495403	335.406491	41.500000
13.891925	7.324751	-1.765399	0.506546	332.943227	42.000000
13.891925	7.268475	-1.765773	0.513486	330.385223	42.500000
13.902506	7.541518	-1.765399	0.528690	342.796281	43.000000
13.908855	7.471694	-1.765399	0.546584	339.622461	43.500000
13.910972	7.494621	-1.765399	0.561504	340.664611	44.000000
13.917321	7.496185	-1.765399	0.575102	340.735667	44.500000
13.921554	7.558193	-1.765399	0.591533	343.554209	45.000000
13.927903	7.584246	-1.765960	0.606642	344.738470	45.500000
13.934252	7.537350	-1.765399	0.618540	342.606800	46.000000
13.938485	7.625932	-1.765399	0.635160	346.633288	46.500000
13.942717	7.617595	-1.765773	0.651308	346.254325	47.000000
13.946950	7.649902	-1.765399	0.667314	347.722809	47.500000
13.953299	7.690546	-1.765399	0.682187	349.570256	48.000000
13.957532	7.683251	-1.765399	0.698287	349.238663	48.500000
13.961765	7.698362	-1.765399	0.714812	349.925535	49.000000
13.968114	7.635312	-1.765399	0.724208	347.059622	49.500000
13.972347	7.764538	-1.765773	0.744228	352.933558	50.000000
13.976579	7.788508	-1.765773	0.763019	354.023079	50.500000
13.982928	7.754117	-1.765399	0.779261	352.459854	51.000000
13.987161	7.806745	-1.765399	0.795503	354.852062	51.500000
13.993510	7.795282	-1.765399	0.812170	354.330987	52.000000
13.997743	7.816646	-1.765399	0.829310	355.302081	52.500000
14.001976	7.801535	-1.765399	0.841350	354.615209	53.000000
14.006209	7.879175	-1.765773	0.861983	358.144308	53.500000
14.012558	7.894286	-1.765399	0.880349	358.831180	54.000000
14.018907	7.865106	-1.766147	0.895883	357.504807	54.500000
14.023140	7.908876	-1.765399	0.914064	359.494366	55.000000
14.027372	7.914608	-1.765212	0.931156	359.754904	55.500000
14.035838	7.859374	-1.765399	0.944565	357.244270	56.000000
14.037954	8.008401	-1.766147	0.958918	364.018244	56.500000
14.042187	7.975053	-1.765399	0.980071	362.502390	57.000000
14.048536	7.983390	-1.765399	0.998957	362.881353	57.500000
14.052769	7.964631	-1.765399	1.015388	362.028685	58.000000
14.057001	8.023513	-1.765399	1.035407	364.705116	58.500000
14.061234	8.039666	-1.765399	1.053349	365.439358	59.000000
14.065467	7.981305	-1.765399	1.069213	362.786613	59.500000
14.071816	8.075099	-1.765399	1.086777	367.049953	60.000000
14.078165	8.051130	-1.765399	1.105663	365.960433	60.500000
14.082398	8.080310	-1.765399	1.124550	367.286806	61.000000
14.086631	8.098026	-1.765399	1.141358	368.092103	61.500000
14.092980	8.106885	-1.765399	1.161000	368.494752	62.000000
14.099329	8.098026	-1.765399	1.178186	368.092103	62.500000
14.103562	8.018302	-1.765399	1.189518	364.468264	63.000000
14.107794	8.166808	-1.765399	1.211804	371.218553	63.500000
14.112027	8.147007	-1.765399	1.229934	370.318515	64.000000
14.116260	8.161076	-1.765399	1.249576	370.958016	64.500000
14.120493	8.197031	-1.765773	1.267518	372.592296	65.000000
14.126842	8.167329	-1.765399	1.286026	371.242238	65.500000
14.131074	8.181398	-1.765399	1.304534	371.881739	66.000000
14.137424	8.152218	-1.765960	1.318605	370.555367	66.500000
14.141656	8.238195	-1.765773	1.339852	374.463429	67.000000
14.145889	8.244969	-1.765399	1.358927	374.771337	67.500000
14.152238	8.213184	-1.765773	1.376774	373.326538	68.000000
14.156471	8.187651	-1.765399	1.392544	372.165962	68.500000
14.171286	8.080831	-1.765960	1.401420	367.310491	69.000000
14.158587	8.100111	-1.765399	1.409164	368.186844	69.500000
14.171286	8.242885	-1.765399	1.420212	374.676596	70.000000
14.179751	8.316878	-1.765399	1.455057	378.039898	70.500000
14.181867	8.296035	-1.765773	1.475454	377.092489	71.000000
14.186100	8.253828	-1.765399	1.492074	375.173986	71.500000
14.192449	8.318441	-1.765773	1.512282	378.110954	72.000000
14.196682	8.340847	-1.765399	1.531829	379.129419	72.500000
14.205147	8.293429	-1.765399	1.548921	376.974063	73.000000
14.207264	8.372112	-1.765399	1.566485	380.550532	73.500000
14.211497	8.352832	-1.765399	1.585182	379.674179	74.000000
14.215729	8.363253	-1.765399	1.605202	380.147883	74.500000
14.222078	8.347100	-1.765399	1.621444	379.413641	75.000000
14.228428	8.406503	-1.765960	1.642974	382.113757	75.500000
14.232660	8.412756	-1.765399	1.661010	382.397980	76.000000
14.232660	8.337721	-1.765399	1.674325	378.987307	76.500000
14.241126	8.448189	-1.765773	1.694911	384.008575	77.000000
14.247475	8.413798	-1.765399	1.713986	382.445350	77.500000
14.251708	8.448189	-1.765399	1.735327	384.008575	78.000000
14.255940	8.470595	-1.765399	1.753269	385.027040	78.500000
14.262289	8.452357	-1.765399	1.773100	384.198057	79.000000
14.268639	8.459131	-1.765960	1.791419	384.505965	79.500000
14.272871	8.403376	-1.765399	1.805678	381.971646	80.000000
14.277104	8.498212	-1.765773	1.827109	386.282357	80.500000
14.283453	8.510197	-1.765399	1.846751	386.827117	81.000000
14.287686	8.485706	-1.765399	1.865637	385.713912	81.500000
14.294035	8.521139	-1.765399	1.884145	387.324507	82.000000
14.298268	8.501338	-1.765960	1.902654	386.424468	82.500000
14.300384	8.441936	-1.765773	1.918518	383.724353	83.000000
14.306733	8.460173	-1.765399	1.929283	384.553336	83.500000
14.313082	8.580021	-1.765399	1.956290	390.000938	84.000000
14.317315	8.563867	-1.765399	1.975365	389.266696	84.500000
14.319432	8.523223	-1.765399	1.993307	387.419248	85.000000
14.327897	8.569078	-1.765399	2.012382	389.503548	85.500000
14.332130	8.566994	-1.765773	2.031457	389.408807	86.000000
14.340595	8.554488	-1.765399	2.048832	388.840362	86.500000
14.342712	8.636818	-1.765399	2.067152	392.582627	87.000000
14.346944	8.593048	-1.765399	2.086605	390.593068	87.500000
14.353293	8.610764	-1.765399	2.106057	391.398366	88.000000
14.357526	8.586795	-1.765960	2.122866	390.308846	88.500000
14.361759	8.647760	-1.765399	2.144396	393.080017	89.000000
14.368108	8.657140	-1.765773	2.163282	393.506351	89.500000
14.370224	8.585231	-1.765399	2.177258	390.237790	90.000000
14.376574	8.692052	-1.765399	2.197277	395.093261	90.500000
14.382923	8.646197	-1.765399	2.216919	393.008961	91.000000
14.387155	8.677462	-1.765773	2.238072	394.430075	91.500000
14.391388	8.687362	-1.765399	2.254502	394.880094	92.000000
14.397737	8.695178	-1.765399	2.275277	395.235373	92.500000
14.401970	8.700389	-1.765399	2.294352	395.472225	93.000000
14.408319	8.629523	-1.765399	2.308328	392.251034	93.500000
14.412552	8.721232	-1.765399	2.329480	396.419634	94.000000
14.416785	8.728527	-1.765399	2.348367	396.751227	94.500000
14.425250	8.720190	-1.765399	2.367630	396.372264	95.000000
14.427366	8.751454	-1.765399	2.386517	397.793377	95.500000
14.433716	8.725401	-1.765399	2.405780	396.609116	96.000000
14.433716	8.621707	-1.765773	2.415979	391.895756	96.500000
14.442181	8.623270	-1.765773	2.425233	391.966811	97.000000
14.448530	8.817631	-1.765399	2.453373	400.801401	97.500000
14.452763	8.792098	-1.765960	2.474526	399.640825	98.000000
14.459112	8.726443	-1.765399	2.491523	396.656486	98.500000
14.461228	8.788972	-1.765399	2.510787	399.498713	99.000000
14.467577	8.775424	-1.765212	2.529673	398.882898	99.500000
14.471810	8.771776	-1.765399	2.548182	398.717101	100.000000
14.476043	8.836911	-1.765399	2.565179	401.677754	100.500000
14.482392	8.808773	-1.765399	2.584443	400.398752	101.000000
14.486625	8.827531	-1.765399	2.602952	401.251420	101.500000
14.490858	8.785845	-1.765773	2.619005	399.356602	102.000000
14.497207	8.844206	-1.765399	2.639591	402.009347	102.500000
14.501439	8.857233	-1.765212	2.658855	402.601478	103.000000
14.509905	8.785324	-1.765399	2.673208	399.332917	103.500000
14.512021	8.923409	-1.765960	2.691717	405.609502	104.000000
14.518370	8.864006	-1.765399	2.713247	402.909386	104.500000
14.522603	8.875991	-1.765399	2.732888	403.454146	105.000000
14.526836	8.861922	-1.765399	2.749886	402.814645	105.500000
14.533185	8.911424	-1.765773	2.770661	405.064742	106.000000
14.537418	8.910903	-1.765399	2.789547	405.041056	106.500000
14.543767	8.850459	-1.765399	2.803900	402.293570	107.000000
14.548000	8.929662	-1.765773	2.823542	405.893725	107.500000
14.552232	8.909861	-1.765399	2.843183	404.993686	108.000000
14.556465	8.934873	-1.765586	2.862258	406.130577	108.500000
14.562814	8.955716	-1.765399	2.880389	407.077986	109.000000
14.564931	8.935915	-1.765399	2.898709	406.177947	109.500000
14.569163	8.898919	-1.765773	2.914573	404.496296	110.000000
14.577629	8.843163	-1.765399	2.924771	401.961977	110.500000
14.581862	9.007302	-1.765399	2.947813	409.422823	111.000000
14.586094	9.000528	-1.765399	2.968776	409.114915	111.500000
14.590327	8.961969	-1.765399	2.987096	407.362209	112.000000
14.596676	8.998444	-1.765399	3.006360	409.020174	112.500000
14.600909	8.973953	-1.765399	3.023735	407.906969	113.000000
14.607258	8.979685	-1.765773	3.042621	408.167506	113.500000
14.611491	8.973432	-1.765399	3.056219	407.883284	114.000000
14.617840	9.035961	-1.765399	3.078882	410.725511	114.500000
14.622073	9.034398	-1.765960	3.097391	410.654455	115.000000
14.628422	8.995317	-1.765399	3.114011	408.878063	115.500000
14.630538	9.039088	-1.765773	3.133652	410.867622	116.000000
14.636887	9.025540	-1.765960	3.151405	410.251806	116.500000
14.645353	8.989064	-1.765399	3.167081	408.593840	117.000000
14.645353	9.108912	-1.765399	3.183134	414.041442	117.500000
14.651702	9.068789	-1.765399	3.204853	412.217680	118.000000
14.655935	9.071394	-1.765399	3.223928	412.336106	118.500000
14.662284	9.033877	-1.765399	3.239792	410.630770	119.000000
14.666516	9.099011	-1.765773	3.260567	413.591423	119.500000
14.670749	9.105785	-1.765399	3.279075	413.899331	120.000000
14.679215	9.044820	-1.765399	3.294562	411.128160	120.500000
14.683447	9.115165	-1.765399	3.313259	414.325665	121.000000
14.687680	9.096927	-1.765399	3.331579	413.496682	121.500000
14.691913	9.119333	-1.765399	3.351032	414.515147	122.000000
14.696146	9.140176	-1.765399	3.367463	415.462556	122.500000
14.702495	9.114122	-1.765212	3.385593	414.278295	123.000000
14.702495	8.992191	-1.765399	3.394281	408.735952	123.500000
14.713077	8.974474	-1.765399	3.402402	407.930654	124.000000
14.717309	9.233970	-1.765399	3.427520	419.725897	124.500000
14.721542	9.176130	-1.766147	3.450562	417.096837	125.000000
14.725775	9.157893	-1.765399	3.470203	416.267854	125.500000
14.732124	9.180299	-1.765773	3.488334	417.286318	126.000000
14.736357	9.159456	-1.765399	3.506087	416.338909	126.500000
14.742706	9.171441	-1.765399	3.524973	416.883670	127.000000
14.746939	9.133923	-1.765399	3.538193	415.178333	127.500000
14.751171	9.212085	-1.765773	3.559535	418.731117	128.000000
14.755404	9.210521	-1.765960	3.577854	418.660062	128.500000
14.763869	9.182383	-1.765773	3.596363	417.381059	129.000000
14.765986	9.210521	-1.765960	3.615438	418.660062	129.500000
14.772335	9.195410	-1.765399	3.631940	417.973190	130.000000
14.776568	9.145387	-1.765399	3.646671	415.699408	130.500000
14.780800	9.236575	-1.765212	3.661780	419.844323	131.000000
14.787150	9.251165	-1.765399	3.684444	420.507509	131.500000
14.791382	9.248560	-1.765399	3.702574	420.389083	132.000000
14.797731	9.205832	-1.765960	3.719194	418.446895	132.500000
14.801964	9.265234	-1.765399	3.738836	421.147010	133.000000
14.806197	9.275656	-1.765773	3.756966	421.620715	133.500000
14.810430	9.213648	-1.766147	3.772453	418.802173	134.000000
14.816779	9.303273	-1.765960	3.789828	422.876032	134.500000
14.821011	9.270445	-1.765399	3.808337	421.383863	135.000000
14.825244	9.293893	-1.765399	3.827978	422.449698	135.500000
14.831593	9.288162	-1.765399	3.843843	422.189160	136.000000
14.837942	9.313694	-1.765773	3.864240	423.349736	136.500000
14.840059	9.286077	-1.765399	3.881615	422.094419	137.000000
14.848524	9.198016	-1.765399	3.890680	418.091616	137.500000
14.852757	9.359549	-1.765399	3.912588	425.434036	138.000000
14.856990	9.326721	-1.765773	3.931474	423.941867	138.500000
14.861223	9.339227	-1.765399	3.950738	424.510313	139.000000
14.867572	9.367886	-1.765399	3.968491	425.813000	139.500000
14.871804	9.327763	-1.765773	3.985866	423.989238	140.000000
14.878154	9.345480	-1.765399	4.003997	424.794535	140.500000
14.882386	9.296499	-1.765773	4.016840	422.568124	141.000000
14.886619	9.375702	-1.765399	4.037992	426.168278	141.500000
14.890852	9.390292	-1.765399	4.056123	426.831465	142.000000
14.895084	9.352775	-1.765773	4.073498	425.126128	142.500000
14.899317	9.389250	-1.765773	4.091251	426.784094	143.000000
14.907783	9.371534	-1.765399	4.109760	425.978797	143.500000
14.912015	9.338185	-1.765399	4.125624	424.462942	144.000000
14.916248	9.368407	-1.765399	4.137711	425.836685	144.500000
14.922597	9.428331	-1.765399	4.161130	428.560486	145.000000
14.928946	9.424162	-1.765773	4.180016	428.371004	145.500000
14.933179	9.379871	-1.765960	4.197391	426.357760	146.000000
14.937412	9.421557	-1.765212	4.216277	428.252578	146.500000
14.941645	9.421557	-1.765399	4.233275	428.252578	147.000000
14.950110	9.390813	-1.765399	4.250272	426.855150	147.500000
14.950110	9.486691	-1.765399	4.267648	431.213232	148.000000
14.956459	9.437710	-1.765399	4.286156	428.986820	148.500000
14.962808	9.454384	-1.765960	4.303909	429.744748	149.000000
14.967041	9.426767	-1.765399	4.319018	428.489431	149.500000
14.971274	9.486170	-1.765773	4.340170	431.189546	150.000000
14.975507	9.381955	-1.765399	4.353768	426.452501	150.500000
14.983972	9.329848	-1.765773	4.362078	424.083978	151.000000
14.988205	9.561205	-1.765773	4.382475	434.600219	151.500000
14.992438	9.489296	-1.765399	4.402117	431.331658	152.000000
14.996670	9.505971	-1.765399	4.423269	432.089585	152.500000
15.003019	9.526814	-1.765773	4.439889	433.036994	153.000000
15.007252	9.505971	-1.765399	4.459531	432.089585	153.500000
15.013601	9.512224	-1.765773	4.476151	432.373808	154.000000
15.017834	9.430936	-1.765399	4.488993	428.678912	154.500000
15.022067	9.529940	-1.765399	4.509390	433.179105	155.000000
15.026300	9.543488	-1.765773	4.527521	433.794921	155.500000
15.030532	9.528898	-1.765399	4.545652	433.131735	156.000000
15.036881	9.564331	-1.765773	4.562271	434.742330	156.500000
15.041114	9.540362	-1.765773	4.580780	433.652810	157.000000
15.045347	9.521603	-1.765773	4.597777	432.800142	157.500000
15.051696	9.488254	-1.765960	4.608354	431.284287	158.000000
15.058045	9.601849	-1.765399	4.632150	436.447667	158.500000
15.062278	9.586216	-1.765773	4.650281	435.737110	159.000000
15.064394	9.551825	-1.765399	4.668034	434.173885	159.500000
15.070743	9.585695	-1.765399	4.686164	435.713425	160.000000
15.077092	9.571626	-1.765399	4.702784	435.073923	160.500000
15.081325	9.571626	-1.765399	4.720915	435.073923	161.000000
15.085558	9.637282	-1.765399	4.736402	438.058262	161.500000
15.094023	9.604975	-1.765960	4.754910	436.589778	162.000000
15.096140	9.611228	-1.765773	4.773796	436.874001	162.500000
15.102489	9.579964	-1.765399	4.788905	435.452887	163.000000
15.106722	9.625818	-1.765773	4.808547	437.537187	163.500000
15.113071	9.639366	-1.765773	4.825544	438.153003	164.000000
15.113071	9.545051	-1.765399	4.837254	433.865977	164.500000
15.121536	9.715443	-1.765773	4.855384	441.611046	165.000000
15.127885	9.652914	-1.765773	4.875026	438.768819	165.500000
15.132118	9.664899	-1.765399	4.893157	439.313579	166.000000
15.136351	9.650830	-1.765399	4.910154	438.674078	166.500000
15.140584	9.685221	-1.765399	4.929796	440.237303	167.000000
15.146933	9.686263	-1.765399	4.947171	440.284673	167.500000
15.153282	9.634155	-1.765773	4.961524	437.916151	168.000000
15.155398	9.690431	-1.765399	4.979655	440.474155	168.500000
15.161747	9.672715	-1.765773	4.997408	439.668857	169.000000
15.168096	9.697205	-1.765399	5.016294	440.782063	169.500000
15.172329	9.725865	-1.765773	5.033669	442.084750	170.000000
15.176562	9.701374	-1.765399	5.051800	440.971545	170.500000
15.180795	9.693558	-1.765399	5.069175	440.616266	171.000000
15.187144	9.640929	-1.765399	5.079752	438.224059	171.500000
15.193493	9.755045	-1.765399	5.103170	443.411123	172.000000
15.197726	9.754003	-1.765773	5.119790	443.363753	172.500000
15.201958	9.719091	-1.765399	5.137921	441.776843	173.000000
15.206191	9.750876	-1.765399	5.154918	443.221641	173.500000
15.212540	9.724301	-1.765773	5.172671	442.013695	174.000000
15.216773	9.719612	-1.765399	5.189291	441.800528	174.500000
15.221006	9.742539	-1.765399	5.203645	442.842678	175.000000
15.229471	9.774846	-1.765399	5.224797	444.311162	175.500000
15.231588	9.770156	-1.765960	5.242928	444.097995	176.000000
15.235820	9.731075	-1.765399	5.258414	442.321603	176.500000
15.237937	9.664378	-1.765399	5.268235	439.289894	177.000000
15.237937	9.567458	-1.765399	5.273901	434.884442	177.500000
15.254868	9.523166	-1.765399	5.279189	432.871197	178.000000
15.254868	9.906156	-1.765773	5.298831	450.279839	178.500000
15.261217	9.828412	-1.765399	5.332826	446.746003	179.000000
15.267566	9.810696	-1.765773	5.353978	445.940705	179.500000
15.271799	9.800274	-1.765399	5.370976	445.467001	180.000000
15.276031	9.828412	-1.765399	5.390995	446.746003	180.500000
15.284497	9.831539	-1.765399	5.408370	446.888114	181.000000
15.288730	9.771094	-1.765399	5.423479	444.140628	181.500000
15.290846	9.839876	-1.765399	5.440099	447.267078	182.000000
15.297195	9.823201	-1.765399	5.457474	446.509151	182.500000
15.301428	9.846129	-1.765399	5.477116	447.551301	183.000000
15.305661	9.881562	-1.765399	5.494869	449.161896	183.500000
15.309893	9.840918	-1.765960	5.511866	447.314448	184.000000
15.316242	9.846129	-1.765960	5.529242	447.551301	184.500000
15.322591	9.763799	-1.765399	5.539062	443.809035	185.000000
15.326824	9.889899	-1.765399	5.560970	449.540860	185.500000
15.331057	9.903447	-1.765773	5.579479	450.156676	186.000000
15.337406	9.877393	-1.765399	5.597232	448.972414	186.500000
15.343755	9.903447	-1.765399	5.614607	450.156676	187.000000
15.345872	9.869056	-1.765773	5.631982	448.593451	187.500000
15.350104	9.889899	-1.766147	5.649357	449.540860	188.000000
15.356453	9.871140	-1.765773	5.663711	448.688192	188.500000
15.360686	9.934711	-1.766147	5.684108	451.577789	189.000000
15.367035	9.927416	-1.765773	5.702239	451.246196	189.500000
15.371268	9.889899	-1.765773	5.718858	449.540860	190.000000
15.375501	9.924290	-1.765399	5.736989	451.104085	190.500000
15.381850	9.925332	-1.765399	5.753987	451.151455	191.000000
15.381850	9.850297	-1.765399	5.766452	447.740783	191.500000
15.390315	9.969102	-1.765399	5.781560	453.141014	192.000000
15.396664	9.956597	-1.765399	5.801957	452.572569	192.500000
15.403014	9.950344	-1.765399	5.820844	452.288346	193.000000
15.407246	9.927416	-1.765960	5.836708	451.246196	193.500000
15.411479	9.967018	-1.765399	5.855594	453.046273	194.000000
15.417828	9.990987	-1.765773	5.873725	454.135794	194.500000
15.419945	9.902405	-1.765773	5.888078	450.109305	195.000000
15.426294	10.006620	-1.765399	5.906964	454.846350	195.500000
15.432643	9.967018	-1.765399	5.923584	453.046273	196.000000
15.436876	9.983692	-1.765399	5.942470	453.804201	196.500000
15.441108	9.990987	-1.765399	5.958335	454.135794	197.000000
15.447457	10.004535	-1.765773	5.977221	454.751610	197.500000
15.451690	10.004535	-1.765399	5.995351	454.751610	198.000000
15.458039	9.906573	-1.766147	6.006683	450.298787	198.500000
15.462272	10.039969	-1.765399	6.026702	456.362205	199.000000
15.466505	10.023294	-1.765399	6.044455	455.604278	199.500000
15.470737	10.031631	-1.765773	6.064097	455.983241	200.000000
15.477087	10.056643	-1.765960	6.080339	457.120132	200.500000
15.481319	10.023294	-1.765399	6.098092	455.604278	201.000000
15.487668	10.035800	-1.765773	6.115467	456.172723	201.500000
15.491901	9.989945	-1.765960	6.128310	454.088423	202.000000
15.498250	10.083739	-1.765399	6.149462	458.351764	202.500000
15.502483	10.083739	-1.765399	6.167215	458.351764	203.000000
15.504599	10.042053	-1.765773	6.184213	456.456946	203.500000
15.508832	10.069149	-1.765399	6.201588	457.688578	204.000000
15.517298	10.033716	-1.765399	6.218208	456.077982	204.500000
15.517298	9.952428	-1.765399	6.227273	452.383087	205.000000
15.525763	10.003493	-1.765399	6.237094	454.704239	205.500000
15.529996	10.112919	-1.765773	6.262779	459.678137	206.000000
15.534229	10.104582	-1.765399	6.281665	459.299173	206.500000
15.542694	10.071233	-1.765399	6.297530	457.783319	207.000000
15.546927	10.102498	-1.765399	6.316416	459.204432	207.500000
15.551160	10.106666	-1.765399	6.333413	459.393914	208.000000
15.555392	10.069149	-1.765399	6.350411	457.688578	208.500000
15.561741	10.156689	-1.765399	6.367031	461.667696	209.000000
15.568091	10.109793	-1.765399	6.385161	459.536025	209.500000
15.572323	10.129593	-1.765399	6.403292	460.436064	210.000000
15.576556	10.123341	-1.765399	6.419156	460.151841	210.500000
15.580789	10.156689	-1.765960	6.438798	461.667696	211.000000
15.585022	10.162942	-1.765773	6.455418	461.951918	211.500000
15.593487	10.064980	-1.765960	6.465994	457.499096	212.000000
15.595603	10.178574	-1.765399	6.487147	462.662475	212.500000
15.601952	10.146268	-1.765399	6.505277	461.193991	213.000000
15.610418	10.173364	-1.765773	6.523408	462.425623	213.500000
15.612534	10.201502	-1.765399	6.540028	463.704625	214.000000
15.616767	10.171279	-1.765773	6.558158	462.330882	214.500000
15.623116	10.177532	-1.765399	6.577800	462.615105	215.000000
15.627349	10.131678	-1.765773	6.589132	460.530805	215.500000
15.631582	10.196291	-1.765773	6.608396	463.467773	216.000000
15.635814	10.210881	-1.765399	6.626526	464.130959	216.500000
15.640047	10.190038	-1.765773	6.643524	463.183550	217.000000
15.646396	10.215050	-1.765212	6.661654	464.320441	217.500000
15.650629	10.185870	-1.765399	6.677897	462.994068	218.000000
15.652745	10.144184	-1.765399	6.691495	461.099250	218.500000
15.661211	10.142099	-1.765399	6.702071	461.004509	219.000000
15.665444	10.258820	-1.765399	6.725867	466.310000	219.500000
15.671793	10.246314	-1.765399	6.744753	465.741555	220.000000
15.676025	10.206713	-1.765399	6.760618	463.941477	220.500000
15.682375	10.235893	-1.765773	6.778748	465.267850	221.000000
15.686607	10.228598	-1.765399	6.795746	464.936257	221.500000
15.695073	10.233808	-1.765399	6.813499	465.173109	222.000000
15.697189	10.298422	-1.765399	6.828608	468.110077	222.500000
15.701422	10.259862	-1.765399	6.846739	466.357370	223.000000
