*
POSN mm 	LOAD kn	STRAIN1 %	STRAIN2 %	STRESS(MPA)	TIME(sec)
-4.578854	21.899031	-1.723503	5.453425	293.008741	214.500000
-4.573034	21.959475	-1.722942	5.471178	293.817490	215.000000
-4.568801	21.953222	-1.723503	5.494219	293.733827	215.500000
-4.564039	21.959475	-1.723503	5.516127	293.817490	216.000000
-4.558219	21.936548	-1.723316	5.536524	293.510723	216.500000
-4.553457	21.969897	-1.723316	5.559187	293.956930	217.000000
-4.547637	21.976150	-1.723129	5.579962	294.040594	217.500000
-4.543934	21.976150	-1.722942	5.603003	294.040594	218.000000
-4.538114	21.984487	-1.722942	5.623778	294.152145	218.500000
-4.533881	21.976150	-1.723129	5.645686	294.040594	219.000000
-4.528590	21.992824	-1.723503	5.667594	294.263697	219.500000
-4.523299	22.003246	-1.723129	5.689880	294.403136	220.000000
-4.518537	22.001161	-1.722942	5.711787	294.375248	220.500000
-4.513246	22.009499	-1.723129	5.734451	294.486800	221.000000
-4.507426	21.976150	-1.723129	5.754848	294.040594	221.500000
-4.504252	22.005330	-1.723129	5.776378	294.431024	222.000000
-4.498961	22.019920	-1.723129	5.798664	294.626240	222.500000
-4.493141	22.026173	-1.723316	5.821327	294.709903	223.000000
-4.488379	22.030342	-1.723316	5.843235	294.765679	223.500000
-4.483088	22.030342	-1.723316	5.865143	294.765679	224.000000
-4.478326	22.034510	-1.723129	5.888184	294.821455	224.500000
-4.473564	22.005330	-1.723129	5.908203	294.431024	225.000000
-4.468274	22.042847	-1.723129	5.932000	294.933007	225.500000
-4.464570	22.051185	-1.723316	5.953908	295.044558	226.000000
-4.458750	22.049100	-1.723316	5.976949	295.016670	226.500000
-4.453988	22.055353	-1.723503	5.998101	295.100334	227.000000
-4.449226	22.047016	-1.723129	6.020765	294.988782	227.500000
-4.443935	22.063690	-1.723129	6.043428	295.211886	228.000000
-4.439702	22.080365	-1.723316	6.061559	295.434989	228.500000
-4.434412	22.076196	-1.723129	6.086488	295.379213	229.000000
-4.428592	22.084533	-1.723129	6.109152	295.490765	229.500000
-4.424888	22.067859	-1.723129	6.131060	295.267661	230.000000
-4.418539	22.076196	-1.723316	6.153723	295.379213	230.500000
-4.414306	22.090786	-1.723316	6.176386	295.574428	231.000000
-4.409015	22.094955	-1.722942	6.199805	295.630204	231.500000
-4.403724	22.097039	-1.723503	6.221713	295.658092	232.000000
-4.398962	22.101208	-1.722942	6.244754	295.713868	232.500000
-4.393142	22.099123	-1.722568	6.268551	295.685980	233.000000
-4.388910	22.097039	-1.723129	6.289703	295.658092	233.500000
-4.383619	22.115798	-1.723129	6.313878	295.909083	234.000000
-4.378328	22.111629	-1.723129	6.337296	295.853307	234.500000
-4.371979	22.088702	-1.723129	6.359204	295.546540	235.000000
-4.367746	22.117882	-1.723129	6.381868	295.936971	235.500000
-4.363513	22.109545	-1.723316	6.404909	295.825420	236.000000
-4.358222	22.126219	-1.723129	6.428705	296.048523	236.500000
-4.353460	22.130388	-1.723129	6.451746	296.104299	237.000000
-4.347640	22.126219	-1.722942	6.475165	296.048523	237.500000
-4.343408	22.136641	-1.722942	6.498206	296.187962	238.000000
-4.338117	22.109545	-1.723129	6.520870	295.825420	238.500000
-4.333355	22.138725	-1.723316	6.543533	296.215850	239.000000
-4.328593	22.140809	-1.723316	6.567707	296.243738	239.500000
-4.323302	22.151231	-1.723503	6.591881	296.383178	240.000000
-4.318540	22.155400	-1.723129	6.614923	296.438953	240.500000
-4.313778	22.144978	-1.723129	6.637964	296.299514	241.000000
-4.310075	22.115798	-1.723129	6.659872	295.909083	241.500000
-4.304255	22.092871	-1.723129	6.673470	295.602316	242.000000
-4.298435	22.176243	-1.723129	6.704443	296.717832	242.500000
-4.293673	22.163737	-1.723316	6.728617	296.550505	243.000000
-4.288911	22.155400	-1.723316	6.752036	296.438953	243.500000
-4.284149	22.163737	-1.723503	6.776588	296.550505	244.000000
-4.278858	22.159568	-1.723129	6.799251	296.494729	244.500000
-4.274096	22.178327	-1.723316	6.823803	296.745720	245.000000
-4.268806	22.176243	-1.723129	6.847222	296.717832	245.500000
-4.264044	22.178327	-1.722942	6.869885	296.745720	246.000000
-4.259282	22.176243	-1.723316	6.892927	296.717832	246.500000
-4.254520	22.151231	-1.723129	6.915590	296.383178	247.000000
-4.248171	22.184580	-1.723129	6.940897	296.829384	247.500000
-4.243938	22.188748	-1.723129	6.965072	296.885160	248.000000
-4.239176	22.176243	-1.723129	6.987735	296.717832	248.500000
-4.233885	22.192917	-1.723129	7.010398	296.940936	249.000000
-4.229124	22.182495	-1.723503	7.033062	296.801496	249.500000
-4.223833	22.190833	-1.723503	7.057236	296.913048	250.000000
-4.218542	22.205423	-1.723503	7.080655	297.108263	250.500000
-4.213251	22.201254	-1.723316	7.104829	297.052487	251.000000
-4.208489	22.197086	-1.723316	7.129003	296.996712	251.500000
-4.203727	22.180411	-1.723316	7.152044	296.773608	252.000000
-4.198436	22.197086	-1.723129	7.176596	296.996712	252.500000
-4.193674	22.209591	-1.723503	7.200771	297.164039	253.000000
-4.188913	22.211676	-1.723129	7.224945	297.191927	253.500000
-4.183622	22.203338	-1.723316	7.248364	297.080375	254.000000
-4.177272	22.211676	-1.723316	7.273293	297.191927	254.500000
-4.174098	22.213760	-1.723129	7.297468	297.219815	255.000000
-4.168807	22.159568	-1.722942	7.317109	296.494729	255.500000
-4.163516	22.217929	-1.723129	7.342794	297.275591	256.000000
-4.159283	22.220013	-1.723129	7.368102	297.303478	256.500000
-4.153992	22.213760	-1.723129	7.391521	297.219815	257.000000
-4.149231	22.222097	-1.722942	7.416073	297.331366	257.500000
-4.143411	22.209591	-1.723316	7.440247	297.164039	258.000000
-4.138120	22.228350	-1.723503	7.465554	297.415030	258.500000
-4.133887	22.232519	-1.723129	7.488973	297.470806	259.000000
-4.128596	22.226266	-1.723316	7.514280	297.387142	259.500000
-4.124363	22.228350	-1.723129	7.539966	297.415030	260.000000
-4.118014	22.209591	-1.723129	7.564895	297.164039	260.500000
-4.113781	22.220013	-1.723129	7.590580	297.303478	261.000000
-4.108490	22.234603	-1.722942	7.616266	297.498694	261.500000
-4.103729	22.226266	-1.723316	7.641951	297.387142	262.000000
-4.098438	22.234603	-1.723316	7.665370	297.498694	262.500000
-4.093676	22.226266	-1.723129	7.691055	297.387142	263.000000
-4.088385	22.230434	-1.723129	7.717495	297.442918	263.500000
-4.083623	22.226266	-1.723129	7.742047	297.387142	264.000000
-4.078861	22.242940	-1.723129	7.768866	297.610245	264.500000
-4.073570	22.234603	-1.723316	7.794551	297.498694	265.000000
-4.068279	22.226266	-1.723316	7.820236	297.387142	265.500000
-4.064576	22.234603	-1.722942	7.845921	297.498694	266.000000
-4.058756	22.224181	-1.723129	7.870851	297.359254	266.500000
-4.053465	22.242940	-1.723503	7.897291	297.610245	267.000000
-4.048174	22.249193	-1.723129	7.923354	297.693909	267.500000
-4.043941	22.236687	-1.723129	7.950172	297.526582	268.000000
-4.039179	22.242940	-1.723503	7.975858	297.610245	268.500000
-4.033359	22.155400	-1.723129	7.995499	296.438953	269.000000
-4.029126	22.242940	-1.723316	8.023451	297.610245	269.500000
-4.024365	22.247109	-1.723129	8.050647	297.666021	270.000000
-4.019074	22.242940	-1.722942	8.077087	297.610245	270.500000
-4.014312	22.242940	-1.723129	8.103150	297.610245	271.000000
-4.010079	22.234603	-1.722942	8.129969	297.498694	271.500000
-4.003730	22.242940	-1.723316	8.156031	297.610245	272.000000
-3.998968	22.242940	-1.722942	8.181339	297.610245	272.500000
-3.993677	22.242940	-1.723129	8.208535	297.610245	273.000000
-3.988386	22.247109	-1.723316	8.234598	297.666021	273.500000
-3.983625	22.234603	-1.723316	8.260661	297.498694	274.000000
-3.978334	22.245024	-1.723129	8.287101	297.638133	274.500000
-3.973043	22.242940	-1.723129	8.312786	297.610245	275.000000
-3.968810	22.242940	-1.723316	8.339982	297.610245	275.500000
-3.963519	22.242940	-1.723129	8.364157	297.610245	276.000000
-3.958757	22.242940	-1.723316	8.390219	297.610245	276.500000
-3.953466	22.242940	-1.723129	8.416282	297.610245	277.000000
-3.948704	22.222097	-1.722942	8.441212	297.331366	277.500000
-3.943943	22.242940	-1.723316	8.469164	297.610245	278.000000
-3.939710	22.242940	-1.723129	8.494849	297.610245	278.500000
-3.933890	22.242940	-1.723129	8.521667	297.610245	279.000000
-3.929128	22.247109	-1.723316	8.548485	297.666021	279.500000
-3.924895	22.230434	-1.723316	8.574548	297.442918	280.000000
-3.919075	22.242940	-1.722942	8.601367	297.610245	280.500000
-3.913784	22.242940	-1.723129	8.627052	297.610245	281.000000
-3.909022	22.242940	-1.722755	8.655003	297.610245	281.500000
-3.904261	22.242940	-1.723316	8.680688	297.610245	282.000000
-3.897911	22.192917	-1.723129	8.704107	296.940936	282.500000
-3.893679	22.242940	-1.723503	8.732814	297.610245	283.000000
-3.888917	22.242940	-1.723129	8.760010	297.610245	283.500000
-3.884155	22.236687	-1.723316	8.787962	297.526582	284.000000
-3.878864	22.234603	-1.723129	8.815913	297.498694	284.500000
-3.874102	22.242940	-1.723129	8.844620	297.610245	285.000000
-3.868282	22.230434	-1.723316	8.871816	297.442918	285.500000
-3.864050	22.203338	-1.723316	8.898634	297.080375	286.000000
-3.858759	22.236687	-1.723503	8.929230	297.526582	286.500000
-3.854526	22.232519	-1.723129	8.957181	297.470806	287.000000
-3.849235	22.230434	-1.723503	8.986644	297.442918	287.500000
-3.843944	22.232519	-1.723503	9.015728	297.470806	288.000000
-3.838653	22.211676	-1.723129	9.044058	297.191927	288.500000
-3.833362	22.234603	-1.723129	9.074275	297.498694	289.000000
-3.829129	22.234603	-1.723129	9.101471	297.498694	289.500000
-3.823838	22.226266	-1.723129	9.131689	297.387142	290.000000
-3.819077	22.226266	-1.723129	9.158885	297.387142	290.500000
-3.814844	22.201254	-1.723503	9.187592	297.052487	291.000000
-3.809024	22.215844	-1.723129	9.217810	297.247703	291.500000
-3.803733	22.226266	-1.722942	9.246517	297.387142	292.000000
-3.798442	22.217929	-1.722755	9.276735	297.275591	292.500000
-3.793680	22.217929	-1.723316	9.304309	297.275591	293.000000
-3.788918	22.209591	-1.723503	9.334149	297.164039	293.500000
-3.783627	22.209591	-1.723503	9.362856	297.164039	294.000000
-3.779395	22.209591	-1.723316	9.392318	297.164039	294.500000
-3.773575	22.209591	-1.722942	9.423291	297.164039	295.000000
-3.768813	22.209591	-1.723129	9.452754	297.164039	295.500000
-3.762464	22.147062	-1.723129	9.476172	296.327402	296.000000
-3.758760	22.220013	-1.723316	9.507146	297.303478	296.500000
-3.753998	22.201254	-1.723503	9.538119	297.052487	297.000000
-3.748707	22.203338	-1.723129	9.568337	297.080375	297.500000
-3.743945	22.203338	-1.723129	9.597044	297.080375	298.000000
-3.739184	22.199170	-1.723129	9.627261	297.024599	298.500000
-3.733893	22.195001	-1.723316	9.657479	296.968824	299.000000
-3.728602	22.159568	-1.722942	9.685431	296.494729	299.500000
-3.723840	22.197086	-1.723503	9.715649	296.996712	300.000000
-3.719078	22.192917	-1.723129	9.745111	296.940936	300.500000
-3.714845	22.186664	-1.723129	9.776084	296.857272	301.000000
-3.709025	22.188748	-1.723316	9.805924	296.885160	301.500000
-3.704264	22.176243	-1.723129	9.835764	296.717832	302.000000
-3.698973	22.180411	-1.722942	9.865605	296.773608	302.500000
-3.693682	22.182495	-1.723316	9.894689	296.801496	303.000000
-3.688920	22.176243	-1.723129	9.924907	296.717832	303.500000
-3.684158	22.176243	-1.722942	9.955503	296.717832	304.000000
-3.679396	22.159568	-1.722755	9.986476	296.494729	304.500000
-3.673576	22.163737	-1.723129	10.017071	296.550505	305.000000
-3.669343	22.155400	-1.723129	10.047289	296.438953	305.500000
-3.664052	22.163737	-1.723316	10.079773	296.550505	306.000000
-3.658761	22.163737	-1.723316	10.109613	296.550505	306.500000
-3.654529	22.161652	-1.723129	10.141720	296.522617	307.000000
-3.648709	22.159568	-1.723129	10.173449	296.494729	307.500000
-3.643947	22.126219	-1.723129	10.203289	296.048523	308.000000
-3.639185	22.151231	-1.722942	10.236151	296.383178	308.500000
-3.634423	22.147062	-1.722942	10.268635	296.327402	309.000000
-3.627016	22.117882	-1.723129	10.299608	295.936971	309.500000
-3.623841	22.149147	-1.723129	10.329826	296.355290	310.000000
-3.618550	22.119966	-1.723129	10.361555	295.964859	310.500000
-3.614318	22.136641	-1.723316	10.394039	296.187962	311.000000
-3.609027	22.130388	-1.723129	10.425767	296.104299	311.500000
-3.603736	22.122051	-1.723129	10.458629	295.992747	312.000000
-3.598974	22.117882	-1.723316	10.491491	295.936971	312.500000
-3.594741	22.086618	-1.723129	10.522464	295.518653	313.000000
-3.589450	22.109545	-1.723316	10.554193	295.825420	313.500000
-3.583630	22.109545	-1.722942	10.586677	295.825420	314.000000
-3.579398	22.101208	-1.723129	10.619917	295.713868	314.500000
-3.574107	22.101208	-1.723129	10.651646	295.713868	315.000000
-3.568816	22.099123	-1.723503	10.684885	295.685980	315.500000
-3.563525	22.088702	-1.723503	10.717369	295.546540	316.000000
-3.559292	22.034510	-1.723129	10.746076	294.821455	316.500000
-3.554001	22.084533	-1.723129	10.780827	295.490765	317.000000
-3.549239	22.080365	-1.723129	10.813311	295.434989	317.500000
-3.544477	22.076196	-1.722942	10.846928	295.379213	318.000000
-3.539187	22.076196	-1.723316	10.879790	295.379213	318.500000
-3.533896	22.049100	-1.723129	10.912274	295.016670	319.000000
-3.528605	22.059522	-1.723129	10.945892	295.156110	319.500000
-3.524372	22.055353	-1.723316	10.977998	295.100334	320.000000
-3.519081	22.047016	-1.723316	11.011238	294.988782	320.500000
-3.514848	22.051185	-1.723129	11.044477	295.044558	321.000000
-3.509557	22.026173	-1.723129	11.077717	294.709903	321.500000
-3.504266	22.034510	-1.723129	11.110956	294.821455	322.000000
-3.499505	22.036594	-1.723316	11.144574	294.849343	322.500000
-3.495801	21.976150	-1.723129	11.175925	294.040594	323.000000
-3.489452	22.042847	-1.723129	11.206520	294.933007	323.500000
-3.484161	22.022004	-1.723316	11.241271	294.654127	324.000000
-3.479928	22.009499	-1.723316	11.274888	294.486800	324.500000
-3.474108	22.009499	-1.723129	11.308883	294.486800	325.000000
-3.469346	22.001161	-1.723316	11.344011	294.375248	325.500000
-3.464055	21.992824	-1.723503	11.377251	294.263697	326.000000
-3.457706	21.967813	-1.723129	11.410868	293.929042	326.500000
-3.454003	21.988656	-1.723129	11.444863	294.207921	327.000000
-3.449241	21.976150	-1.723316	11.477348	294.040594	327.500000
-3.443950	21.976150	-1.723129	11.511343	294.040594	328.000000
-3.439188	21.976150	-1.722755	11.544582	294.040594	328.500000
-3.434426	21.961560	-1.723129	11.579333	293.845378	329.000000
-3.429135	21.953222	-1.723129	11.613328	293.733827	329.500000
-3.423844	21.894862	-1.723129	11.643923	292.952965	330.000000
-3.419082	21.946970	-1.723129	11.678296	293.650163	330.500000
-3.413792	21.938632	-1.723129	11.712669	293.538611	331.000000
-3.409030	21.928211	-1.723129	11.747042	293.399172	331.500000
-3.403739	21.928211	-1.723129	11.780281	293.399172	332.000000
-3.399506	21.913621	-1.722755	11.815032	293.203956	332.500000
-3.394744	21.896946	-1.723316	11.849782	292.980853	333.000000
-3.388924	21.909452	-1.723129	11.881511	293.148181	333.500000
-3.384162	21.909452	-1.722942	11.916639	293.148181	334.000000
-3.379400	21.884441	-1.723129	11.951012	292.813526	334.500000
-3.374110	21.871935	-1.723129	11.985007	292.646198	335.000000
-3.369877	21.869850	-1.723129	12.020513	292.618310	335.500000
-3.364586	21.859429	-1.723129	12.053752	292.478871	336.000000
-3.359824	21.861513	-1.723129	12.088125	292.506759	336.500000
-3.354533	21.876103	-1.723129	12.118721	292.701974	337.000000
-3.348713	21.853176	-1.723129	12.154227	292.395207	337.500000
-3.344480	21.836502	-1.723129	12.187844	292.172104	338.000000
-3.339189	21.813574	-1.723129	12.222972	291.865337	338.500000
-3.333899	21.826080	-1.723316	12.257723	292.032664	339.000000
-3.329666	21.817743	-1.723129	12.292473	291.921113	339.500000
-3.324375	21.809406	-1.722755	12.327601	291.809561	340.000000
-3.318555	21.801069	-1.723316	12.361219	291.698009	340.500000
-3.313793	21.784394	-1.723316	18.000032	291.474906	341.000000
-3.309031	21.786478	-1.723129	18.000032	291.502794	341.500000
-3.304269	21.788563	-1.723316	18.000032	291.530682	342.000000
-3.298978	21.780226	-1.723316	18.000032	291.419130	342.500000
-3.293687	21.767720	-1.723316	18.000032	291.251803	343.000000
-3.290513	21.713528	-1.723129	18.000032	290.526717	343.500000
-3.284164	21.746877	-1.723129	18.000032	290.972924	344.000000
-3.278873	21.746877	-1.723316	18.000032	290.972924	344.500000
-3.274111	21.738540	-1.722942	18.000032	290.861372	345.000000
-3.269349	21.732287	-1.722942	18.000032	290.777709	345.500000
-3.264587	21.711444	-1.723316	18.000032	290.498830	346.000000
-3.259826	21.709359	-1.723316	18.000032	290.470942	346.500000
-3.254535	21.678095	-1.722755	18.000032	290.052623	347.000000
-3.249244	21.698938	-1.723503	18.000032	290.331502	347.500000
-3.243953	21.686432	-1.723503	18.000032	290.164175	348.000000
-3.239720	21.680179	-1.723503	18.000032	290.080511	348.500000
-3.234429	21.676011	-1.723129	18.000032	290.024735	349.000000
-3.229138	21.644746	-1.723503	18.000032	289.606417	349.500000
-3.224905	21.603060	-1.723316	18.000032	289.048658	350.000000
-3.220144	21.688516	-1.722942	18.000032	290.192063	350.500000
-3.214853	21.646830	-1.723503	18.000032	289.634304	351.000000
-3.209033	21.634325	-1.723129	18.000032	289.466977	351.500000
-3.203742	21.603060	-1.723129	18.000032	289.048658	352.000000
-3.199509	21.609313	-1.723129	18.000032	289.132322	352.500000
-3.194218	21.605144	-1.723503	18.000032	289.076546	353.000000
-3.188927	21.596807	-1.723129	18.000032	288.964995	353.500000
-3.183636	21.594723	-1.723316	18.000032	288.937107	354.000000
-3.179403	21.567627	-1.723129	18.000032	288.574564	354.500000
-3.174112	21.565543	-1.723316	18.000032	288.546676	355.000000
-3.169880	21.559290	-1.723503	18.000032	288.463012	355.500000
-3.163298	21.538447	-1.723503	18.000032	288.184133	356.000000
-3.159065	21.542615	-1.723129	18.000032	288.239909	356.500000
-3.154568	21.532194	-1.723316	18.000032	288.100470	357.000000
-3.149012	21.521772	-1.723503	18.000032	287.961030	357.500000
-3.144250	21.513435	-1.723129	18.000032	287.849479	358.000000
-3.139224	21.509267	-1.723129	18.000032	287.793703	358.500000
-3.134462	21.496761	-1.723129	18.000032	287.626375	359.000000
-3.129436	21.467581	-1.723316	18.000032	287.235945	359.500000
-3.124145	21.475918	-1.722942	18.000032	287.347496	360.000000
-3.119648	21.463412	-1.723316	18.000032	287.180169	360.500000
-3.114357	21.455075	-1.723129	18.000032	287.068617	361.000000
-3.109066	21.448822	-1.723503	18.000032	286.984953	361.500000
-3.104039	21.434232	-1.723316	18.000032	286.789738	362.000000
-3.099542	21.430063	-1.723316	18.000032	286.733962	362.500000
-3.094251	21.425895	-1.723316	18.000032	286.678187	363.000000
-3.089225	21.411304	-1.723129	18.000032	286.482971	363.500000
-3.084198	21.405052	-1.723316	18.000032	286.399307	364.000000
-3.078643	21.388377	-1.723129	18.000032	286.176204	364.500000
-3.074410	21.377956	-1.723503	18.000032	286.036765	365.000000
-3.069119	21.375871	-1.723129	18.000032	286.008877	365.500000
-3.064357	21.375871	-1.723316	18.000032	286.008877	366.000000
-3.059067	21.350860	-1.723316	18.000032	285.674222	366.500000
-3.054305	21.342523	-1.723316	18.000032	285.562670	367.000000
-3.049543	21.327932	-1.723503	18.000032	285.367455	367.500000
-3.044781	21.325848	-1.723129	18.000032	285.339567	368.000000
-3.039490	21.317511	-1.723316	18.000032	285.228015	368.500000
-3.034199	21.300837	-1.723129	18.000032	285.004912	369.000000
-3.029437	21.284162	-1.723129	18.000032	284.781809	369.500000
-3.024411	21.284162	-1.723129	18.000032	284.781809	370.000000
-3.019385	21.263319	-1.723129	18.000032	284.502930	370.500000
-3.014358	21.267488	-1.723503	18.000032	284.558706	371.000000
-3.009332	21.254982	-1.722942	18.000032	284.391378	371.500000
-3.003776	21.244560	-1.723129	18.000032	284.251939	372.000000
-2.999014	21.234139	-1.723129	18.000032	284.112499	372.500000
-2.993988	21.200790	-1.723129	18.000032	283.666293	373.000000
-2.988962	21.211212	-1.723316	18.000032	283.805732	373.500000
-2.984200	21.209127	-1.723316	18.000032	283.777844	374.000000
-2.979173	21.194537	-1.723316	18.000032	283.582629	374.500000
-2.974676	21.179947	-1.723129	18.000032	283.387414	375.000000
-2.969650	21.167441	-1.723129	18.000032	283.220086	375.500000
-2.964623	21.159104	-1.722942	18.000032	283.108535	376.000000
-2.959862	21.142430	-1.723129	18.000032	282.885431	376.500000
-2.954306	21.150767	-1.723129	18.000032	282.996983	377.000000
-2.949544	21.136177	-1.723129	18.000032	282.801768	377.500000
-2.944782	21.115334	-1.723316	18.000032	282.522889	378.000000
-2.938962	21.111165	-1.723316	18.000032	282.467113	378.500000
-2.934201	21.096575	-1.722755	18.000032	282.271897	379.000000
-2.929174	21.090322	-1.723129	18.000032	282.188234	379.500000
-2.924148	21.075732	-1.723129	18.000032	281.993018	380.000000
-2.919121	21.069479	-1.723316	18.000032	281.909355	380.500000
-2.914360	21.052805	-1.723129	18.000032	281.686251	381.000000
-2.909333	21.029878	-1.723129	18.000032	281.379484	381.500000
-2.903778	21.042383	-1.723129	18.000032	281.546812	382.000000
-2.899016	21.025709	-1.723316	18.000032	281.323709	382.500000
-2.893990	21.009035	-1.723503	18.000032	281.100605	383.000000
-2.889228	21.004866	-1.723129	18.000032	281.044830	383.500000
-2.883937	20.977770	-1.723503	18.000032	280.682287	384.000000
-2.879704	20.975686	-1.723129	18.000032	280.654399	384.500000
-2.874413	20.967349	-1.722942	18.000032	280.542847	385.000000
-2.869651	20.950674	-1.723316	18.000032	280.319744	385.500000
-2.864625	20.944421	-1.723129	18.000032	280.236080	386.000000
-2.860128	20.921494	-1.722755	18.000032	279.929313	386.500000
-2.854308	20.917325	-1.723129	18.000032	279.873538	387.000000
-2.849546	20.908988	-1.723503	18.000032	279.761986	387.500000
-2.844784	20.892314	-1.723316	18.000032	279.538883	388.000000
-2.839493	20.892314	-1.723129	18.000032	279.538883	388.500000
-2.834202	20.875639	-1.723129	18.000032	279.315779	389.000000
-2.828911	20.865218	-1.723316	18.000032	279.176340	389.500000
-2.824678	20.821448	-1.723129	18.000032	278.590694	390.000000
-2.819387	20.842291	-1.723129	18.000032	278.869573	390.500000
-2.814097	20.825616	-1.723503	18.000032	278.646470	391.000000
-2.809335	20.817279	-1.723129	18.000032	278.534918	391.500000
-2.804308	20.804773	-1.723316	18.000032	278.367591	392.000000
-2.799282	20.783930	-1.723129	18.000032	278.088712	392.500000
-2.794520	20.777677	-1.723503	18.000032	278.005048	393.000000
-2.789494	20.775593	-1.723129	18.000032	277.977160	393.500000
-2.784467	20.754750	-1.723503	18.000032	277.698281	394.000000
-2.779970	20.750581	-1.723503	18.000032	277.642505	394.500000
-2.774944	20.733907	-1.723503	18.000032	277.419402	395.000000
-2.769653	20.725570	-1.723503	18.000032	277.307850	395.500000
-2.764362	20.708895	-1.722755	18.000032	277.084747	396.000000
-2.759600	20.700558	-1.723316	18.000032	276.973195	396.500000
-2.754574	20.679715	-1.723316	18.000032	276.694316	397.000000
-2.749547	20.679715	-1.723129	18.000032	276.694316	397.500000
-2.744256	20.663041	-1.723316	18.000032	276.471213	398.000000
-2.739494	20.650535	-1.723316	18.000032	276.303886	398.500000
-2.734204	20.642198	-1.723316	18.000032	276.192334	399.000000
-2.729442	20.633861	-1.723503	18.000032	276.080782	399.500000
-2.723093	20.610933	-1.723503	18.000032	275.774015	400.000000
-2.718860	20.600512	-1.723316	18.000032	275.634576	400.500000
-2.714363	20.592175	-1.723316	18.000032	275.523024	401.000000
-2.709601	20.577584	-1.723129	18.000032	275.327809	401.500000
-2.704574	20.567163	-1.723503	18.000032	275.188369	402.000000
-2.699812	20.552573	-1.723316	18.000032	274.993154	402.500000
-2.695051	20.540067	-1.723503	18.000032	274.825827	403.000000
-2.691347	20.469201	-1.723316	18.000032	273.877638	403.500000
-2.684469	20.525477	-1.723316	18.000032	274.630611	404.000000
-2.679707	20.508803	-1.723316	18.000032	274.407508	404.500000
-2.674681	20.487960	-1.723503	18.000032	274.128629	405.000000
-2.669654	20.475454	-1.723503	18.000032	273.961302	405.500000
-2.664628	20.467117	-1.723129	18.000032	273.849750	406.000000
-2.659601	20.450442	-1.723503	18.000032	273.626647	406.500000
-2.654311	20.442105	-1.723316	18.000032	273.515095	407.000000
-2.649020	20.427515	-1.722942	18.000032	273.319880	407.500000
-2.644258	20.412925	-1.723129	18.000032	273.124664	408.000000
-2.639496	20.396250	-1.723129	18.000032	272.901561	408.500000
-2.634205	20.377492	-1.723316	18.000032	272.650570	409.000000
-2.629443	20.375407	-1.723316	18.000032	272.622682	409.500000
-2.624152	20.364986	-1.723129	18.000032	272.483243	410.000000
-2.619655	20.342059	-1.723129	18.000032	272.176476	410.500000
-2.614629	20.337890	-1.722755	18.000032	272.120700	411.000000
-2.609602	20.321216	-1.723503	18.000032	271.897597	411.500000
-2.604576	20.308710	-1.723503	18.000032	271.730269	412.000000
-2.599814	20.292035	-1.723129	18.000032	271.507166	412.500000
-2.594523	20.277445	-1.723503	18.000032	271.311951	413.000000
-2.589761	20.267024	-1.723129	18.000032	271.172511	413.500000
-2.584470	20.246181	-1.723316	18.000032	270.893632	414.000000
-2.579708	20.229506	-1.723503	18.000032	270.670529	414.500000
-2.574418	20.223253	-1.723129	18.000032	270.586865	415.000000
-2.569127	20.208663	-1.723129	18.000032	270.391650	415.500000
-2.564894	20.191989	-1.723316	18.000032	270.168546	416.000000
-2.559603	20.181568	-1.723129	18.000032	270.029107	416.500000
-2.553783	20.141966	-1.723316	18.000032	269.499237	417.000000
-2.549550	20.150303	-1.723316	18.000032	269.610788	417.500000
-2.544524	20.146134	-1.723503	18.000032	269.555013	418.000000
-2.539762	20.133629	-1.723503	18.000032	269.387685	418.500000
-2.534206	20.116954	-1.723129	18.000032	269.164582	419.000000
-2.529445	20.100280	-1.723129	18.000032	268.941479	419.500000
-2.524683	20.083605	-1.723129	18.000032	268.718375	420.000000
-2.519921	20.054425	-1.723129	18.000032	268.327945	420.500000
-2.514630	20.060678	-1.723129	18.000032	268.411608	421.000000
-2.509339	20.044004	-1.723129	18.000032	268.188505	421.500000
-2.505106	20.033582	-1.723316	18.000032	268.049066	422.000000
-2.499551	20.016908	-1.723503	18.000032	267.825962	422.500000
-2.494524	19.991896	-1.723129	18.000032	267.491308	423.000000
-2.489763	19.987728	-1.723316	18.000032	267.435532	423.500000
-2.484472	19.977306	-1.723129	18.000032	267.296092	424.000000
-2.479710	19.964800	-1.723129	18.000032	267.128765	424.500000
-2.474154	19.954379	-1.723129	18.000032	266.989325	425.000000
-2.469128	19.921030	-1.723316	18.000032	266.543119	425.500000
-2.464631	19.916861	-1.723316	18.000032	266.487343	426.000000
-2.459604	19.896018	-1.723316	18.000032	266.208464	426.500000
-2.454313	19.889766	-1.723316	18.000032	266.124800	427.000000
-2.449552	19.875175	-1.723129	18.000032	265.929585	427.500000
-2.443732	19.858501	-1.723316	18.000032	265.706482	428.000000
-2.440028	19.845995	-1.723316	18.000032	265.539154	428.500000
-2.435002	19.825152	-1.723316	18.000032	265.260275	429.000000
-2.429711	19.816815	-1.723316	18.000032	265.148723	429.500000
-2.424684	19.798056	-1.723316	18.000032	264.897732	430.000000
-2.420981	19.752202	-1.723503	18.000032	264.284198	430.500000
-2.415161	19.775129	-1.723129	18.000032	264.590965	431.000000
-2.409870	19.750117	-1.723129	18.000032	264.256311	431.500000
